% Model,SiO2ring1900to2000_SiO2_height160nm.mph,
% Version,COMSOL 5.4.0.388,
% Date,"Sep 6 2019, 14:39",
% Table,Table 4 - ,
% dist,r,"Electric potential (V), Point: (0, 0)"
0.198,0.98,0.1431033
0.198,1,0.143120607
0.198,1.02,0.143139252
0.198,1.04,0.143156649
0.198,1.06,0.143171192
0.198,1.08,0.143184708
0.198,1.1,0.14319775
0.198,1.12,0.143208589
0.198,1.14,0.143220199
0.198,1.16,0.143232539
0.198,1.18,0.143241206
0.198,1.2,0.143250613
0.198,1.22,0.143257782
0.198,1.24,0.143264514
0.198,1.26,0.143273549
0.198,1.28,0.143277857
0.198,1.3,0.143281798
0.198,1.32,0.143289035
0.198,1.34,0.143294629
0.198,1.36,0.143295272
0.198,1.38,0.143298893
0.198,1.4,0.143301992
0.198,1.42,0.143304919
0.198,1.44,0.143307987
0.198,1.46,0.143308525
0.198,1.48,0.14330888
0.198,1.5,0.143310288
0.198,1.52,0.143308152
0.198,1.54,0.143308624
0.198,1.56,0.143301344
0.198,1.58,0.143299177
0.198,1.6,0.143295792
0.198,1.62,0.14328696
0.198,1.64,0.143278011
0.198,1.66,0.143265876
0.198,1.68,0.143252268
0.198,1.7,0.14323706
0.198,1.72,0.143216819
0.198,1.74,0.143192626
0.198,1.76,0.143161815
0.198,1.78,0.143127995
0.198,1.8,0.143089374
0.198,1.82,0.143045716
0.198,1.84,0.14299646
0.198,1.86,0.142948522
0.198,1.88,0.14290546
0.198,1.9,0.142863237
0.198,1.92,0.142836903
0.198,1.94,0.142824221
0.198,1.96,0.142827895
0.198,1.98,0.142843875
0.198,2,0.142876303
0.198,2.02,0.142918257
0.198,2.04,0.142970258
0.2,0,0.140907415
0.2,0.02,0.140908107
0.2,0.04,0.140910311
0.2,0.06,0.140914786
0.2,0.08,0.140916796
0.2,0.1,0.140920283
0.2,0.12,0.140924131
0.2,0.14,0.140927346
0.2,0.16,0.140929983
0.2,0.18,0.140936166
0.2,0.2,0.14094336
0.2,0.22,0.140951302
0.2,0.24,0.140965498
0.2,0.26,0.140981546
0.2,0.28,0.141003222
0.2,0.3,0.141029356
0.2,0.32,0.141060695
0.2,0.34,0.141099782
0.2,0.36,0.141145983
0.2,0.38,0.141203135
0.2,0.4,0.14126362
0.2,0.42,0.141336072
0.2,0.44,0.141415686
0.2,0.46,0.14150412
0.2,0.48,0.141597624
0.2,0.5,0.141696078
0.2,0.52,0.141794442
0.2,0.54,0.141896535
0.2,0.56,0.141996567
0.2,0.58,0.142093464
0.2,0.6,0.142184292
0.2,0.62,0.14227546
0.2,0.64,0.142357291
0.2,0.66,0.142434699
0.2,0.68,0.142509595
0.2,0.7,0.142575062
0.2,0.72,0.142636915
0.2,0.74,0.142693417
0.2,0.76,0.142745238
0.2,0.78,0.142793721
0.2,0.8,0.142837296
0.2,0.82,0.142879544
0.2,0.84,0.142915231
0.2,0.86,0.142948847
0.2,0.88,0.142979853
0.2,0.9,0.14300962
0.2,0.92,0.143035514
0.2,0.94,0.143060596
0.2,0.96,0.143083591
0.2,0.98,0.143102355
0.2,1,0.143123001
0.2,1.02,0.143140684
0.2,1.04,0.143156929
0.2,1.06,0.143172092
0.2,1.08,0.14318545
0.2,1.1,0.143199357
0.2,1.12,0.143209888
0.2,1.14,0.143220135
0.2,1.16,0.143230543
0.2,1.18,0.143241304
0.2,1.2,0.143249463
0.2,1.22,0.143256431
0.2,1.24,0.143266672
0.2,1.26,0.14327186
0.2,1.28,0.14327881
0.2,1.3,0.143285147
0.2,1.32,0.143289236
0.2,1.34,0.143293792
0.2,1.36,0.143298168
0.2,1.38,0.143301369
0.2,1.4,0.143305396
0.2,1.42,0.143307058
0.2,1.44,0.143306923
0.2,1.46,0.143308498
0.2,1.48,0.143311772
0.2,1.5,0.143310125
0.2,1.52,0.14330964
0.2,1.54,0.143307106
0.2,1.56,0.143302154
0.2,1.58,0.143299757
0.2,1.6,0.143294154
0.2,1.62,0.143288692
0.2,1.64,0.143278607
0.2,1.66,0.143267352
0.2,1.68,0.143254784
0.2,1.7,0.143238727
0.2,1.72,0.143220205
0.2,1.74,0.143195349
0.2,1.76,0.143166003
0.2,1.78,0.143131277
0.2,1.8,0.143092496
0.2,1.82,0.143051901
0.2,1.84,0.143005063
0.2,1.86,0.142960115
0.2,1.88,0.142915761
0.2,1.9,0.142878796
0.2,1.92,0.142854226
0.2,1.94,0.14284129
0.2,1.96,0.142841524
0.2,1.98,0.142862806
0.2,2,0.14289158
0.2,2.02,0.142932869
0.2,2.04,0.142980563
0.202,0,0.140934776
0.202,0.02,0.140935402
0.202,0.04,0.14093712
0.202,0.06,0.140940077
0.202,0.08,0.140943885
0.202,0.1,0.140947325
0.202,0.12,0.140950635
0.202,0.14,0.140954785
0.202,0.16,0.140957565
0.202,0.18,0.140961524
0.202,0.2,0.140969564
0.202,0.22,0.14097837
0.202,0.24,0.140993338
0.202,0.26,0.141009986
0.202,0.28,0.141030899
0.202,0.3,0.141057469
0.202,0.32,0.141088975
0.202,0.34,0.141126904
0.202,0.36,0.141175282
0.202,0.38,0.141228452
0.202,0.4,0.141289667
0.202,0.42,0.14136177
0.202,0.44,0.14144186
0.202,0.46,0.141527609
0.202,0.48,0.141618458
0.202,0.5,0.141714631
0.202,0.52,0.141812173
0.202,0.54,0.141911601
0.202,0.56,0.142008731
0.202,0.58,0.142104206
0.202,0.6,0.142196839
0.202,0.62,0.1422841
0.202,0.64,0.14236539
0.202,0.66,0.142441602
0.202,0.68,0.142514794
0.202,0.7,0.142580397
0.202,0.72,0.142641966
0.202,0.74,0.142696671
0.202,0.76,0.142749105
0.202,0.78,0.142794592
0.202,0.8,0.142839856
0.202,0.82,0.142880891
0.202,0.84,0.142916997
0.202,0.86,0.142951909
0.202,0.88,0.142983035
0.202,0.9,0.143011252
0.202,0.92,0.143035395
0.202,0.94,0.143061375
0.202,0.96,0.143084099
0.202,0.98,0.143105583
0.202,1,0.143123897
0.202,1.02,0.143140484
0.202,1.04,0.14315579
0.202,1.06,0.143170319
0.202,1.08,0.143185686
0.202,1.1,0.143198507
0.202,1.12,0.143210976
0.202,1.14,0.143223011
0.202,1.16,0.143231023
0.202,1.18,0.143241784
0.202,1.2,0.143251483
0.202,1.22,0.143256902
0.202,1.24,0.143265763
0.202,1.26,0.143272507
0.202,1.28,0.143276777
0.202,1.3,0.143285131
0.202,1.32,0.143290299
0.202,1.34,0.143293911
0.202,1.36,0.143298396
0.202,1.38,0.143300497
0.202,1.4,0.143302457
0.202,1.42,0.143306029
0.202,1.44,0.143308733
0.202,1.46,0.143310185
0.202,1.48,0.143310366
0.202,1.5,0.143309309
0.202,1.52,0.143307706
0.202,1.54,0.143305847
0.202,1.56,0.143304686
0.202,1.58,0.143299487
0.202,1.6,0.143296292
0.202,1.62,0.143289306
0.202,1.64,0.143279188
0.202,1.66,0.143267963
0.202,1.68,0.143256092
0.202,1.7,0.143241316
0.202,1.72,0.143220857
0.202,1.74,0.143196752
0.202,1.76,0.143171884
0.202,1.78,0.143137598
0.202,1.8,0.143101305
0.202,1.82,0.143059777
0.202,1.84,0.143017401
0.202,1.86,0.142969876
0.202,1.88,0.142928758
0.202,1.9,0.142893863
0.202,1.92,0.142868911
0.202,1.94,0.142855734
0.202,1.96,0.142857843
0.202,1.98,0.142875542
0.202,2,0.142906275
0.202,2.02,0.142945668
0.202,2.04,0.142990331
0.204,0,0.140960023
0.204,0.02,0.140962095
0.204,0.04,0.140963894
0.204,0.06,0.140966089
0.204,0.08,0.140969324
0.204,0.1,0.140971862
0.204,0.12,0.140977126
0.204,0.14,0.140979648
0.204,0.16,0.14098369
0.204,0.18,0.140990682
0.204,0.2,0.140997087
0.204,0.22,0.14100572
0.204,0.24,0.141020287
0.204,0.26,0.141037603
0.204,0.28,0.141059114
0.204,0.3,0.141083657
0.204,0.32,0.141116406
0.204,0.34,0.14115507
0.204,0.36,0.141203065
0.204,0.38,0.14125371
0.204,0.4,0.141315458
0.204,0.42,0.141385169
0.204,0.44,0.141460711
0.204,0.46,0.141546028
0.204,0.48,0.141636561
0.204,0.5,0.141731976
0.204,0.52,0.141830683
0.204,0.54,0.141928115
0.204,0.56,0.142023848
0.204,0.58,0.142116534
0.204,0.6,0.142207901
0.204,0.62,0.142290785
0.204,0.64,0.142374477
0.204,0.66,0.142449056
0.204,0.68,0.142519366
0.204,0.7,0.142586138
0.204,0.72,0.142645693
0.204,0.74,0.142701371
0.204,0.76,0.142751098
0.204,0.78,0.142799415
0.204,0.8,0.142846264
0.204,0.82,0.142882037
0.204,0.84,0.142919811
0.204,0.86,0.142954908
0.204,0.88,0.142985032
0.204,0.9,0.143013617
0.204,0.92,0.143037491
0.204,0.94,0.143061105
0.204,0.96,0.143085097
0.204,0.98,0.143105553
0.204,1,0.143123857
0.204,1.02,0.143143151
0.204,1.04,0.143158166
0.204,1.06,0.14317143
0.204,1.08,0.143188786
0.204,1.1,0.143200866
0.204,1.12,0.143212524
0.204,1.14,0.143223926
0.204,1.16,0.14323227
0.204,1.18,0.143242425
0.204,1.2,0.143250493
0.204,1.22,0.14325841
0.204,1.24,0.143265692
0.204,1.26,0.143273424
0.204,1.28,0.143278743
0.204,1.3,0.143284164
0.204,1.32,0.143288663
0.204,1.34,0.143292279
0.204,1.36,0.143297266
0.204,1.38,0.143303575
0.204,1.4,0.143304508
0.204,1.42,0.143307674
0.204,1.44,0.143306938
0.204,1.46,0.143309414
0.204,1.48,0.143312916
0.204,1.5,0.143309851
0.204,1.52,0.143309928
0.204,1.54,0.143308161
0.204,1.56,0.143303569
0.204,1.58,0.1433022
0.204,1.6,0.143293787
0.204,1.62,0.143290228
0.204,1.64,0.143283226
0.204,1.66,0.14327077
0.204,1.68,0.143257909
0.204,1.7,0.14323987
0.204,1.72,0.143222332
0.204,1.74,0.143200249
0.204,1.76,0.143172532
0.204,1.78,0.143140083
0.204,1.8,0.143105108
0.204,1.82,0.14306563
0.204,1.84,0.143024408
0.204,1.86,0.14298116
0.204,1.88,0.142940761
0.204,1.9,0.142907664
0.204,1.92,0.142884147
0.204,1.94,0.142871859
0.204,1.96,0.142877389
0.204,1.98,0.14289125
0.204,2,0.142919622
0.204,2.02,0.142954887
0.204,2.04,0.143002128
0.206,0,0.140985519
0.206,0.02,0.140987575
0.206,0.04,0.140990675
0.206,0.06,0.140992391
0.206,0.08,0.140995714
0.206,0.1,0.141000157
0.206,0.12,0.141004521
0.206,0.14,0.141007389
0.206,0.16,0.141011199
0.206,0.18,0.141016576
0.206,0.2,0.141026077
0.206,0.22,0.141036691
0.206,0.24,0.141046915
0.206,0.26,0.14106473
0.206,0.28,0.141085407
0.206,0.3,0.141111865
0.206,0.32,0.141143008
0.206,0.34,0.141179887
0.206,0.36,0.141226587
0.206,0.38,0.141279096
0.206,0.4,0.141340795
0.206,0.42,0.14140841
0.206,0.44,0.141484749
0.206,0.46,0.14156831
0.206,0.48,0.141656623
0.206,0.5,0.141751208
0.206,0.52,0.141845007
0.206,0.54,0.141942163
0.206,0.56,0.142036528
0.206,0.58,0.142128368
0.206,0.6,0.14221793
0.206,0.62,0.142300642
0.206,0.64,0.142380918
0.206,0.66,0.142457117
0.206,0.68,0.142524517
0.206,0.7,0.142589933
0.206,0.72,0.142648407
0.206,0.74,0.142704084
0.206,0.76,0.142754623
0.206,0.78,0.142803392
0.206,0.8,0.142844532
0.206,0.82,0.142885118
0.206,0.84,0.142921747
0.206,0.86,0.142954895
0.206,0.88,0.142985886
0.206,0.9,0.143014718
0.206,0.92,0.143041908
0.206,0.94,0.143063512
0.206,0.96,0.143083792
0.206,0.98,0.143107044
0.206,1,0.143126396
0.206,1.02,0.143142762
0.206,1.04,0.143159345
0.206,1.06,0.14317404
0.206,1.08,0.143187773
0.206,1.1,0.143198165
0.206,1.12,0.143211599
0.206,1.14,0.143222362
0.206,1.16,0.143236569
0.206,1.18,0.143242869
0.206,1.2,0.143250703
0.206,1.22,0.14326002
0.206,1.24,0.143267207
0.206,1.26,0.143270888
0.206,1.28,0.143281307
0.206,1.3,0.143284903
0.206,1.32,0.143289512
0.206,1.34,0.143295208
0.206,1.36,0.14329713
0.206,1.38,0.143301225
0.206,1.4,0.143306632
0.206,1.42,0.143307119
0.206,1.44,0.143307619
0.206,1.46,0.143311119
0.206,1.48,0.143311256
0.206,1.5,0.14331082
0.206,1.52,0.143308618
0.206,1.54,0.143307871
0.206,1.56,0.143305077
0.206,1.58,0.143302098
0.206,1.6,0.143295153
0.206,1.62,0.143288642
0.206,1.64,0.143281584
0.206,1.66,0.143271697
0.206,1.68,0.143258061
0.206,1.7,0.143243375
0.206,1.72,0.143223768
0.206,1.74,0.143204214
0.206,1.76,0.143177082
0.206,1.78,0.143144816
0.206,1.8,0.143111077
0.206,1.82,0.143073362
0.206,1.84,0.143032405
0.206,1.86,0.14299177
0.206,1.88,0.142953203
0.206,1.9,0.142922174
0.206,1.92,0.142898637
0.206,1.94,0.142887543
0.206,1.96,0.142888629
0.206,1.98,0.142906937
0.206,2,0.142931816
0.206,2.02,0.142970283
0.206,2.04,0.143008211
0.208,0,0.141012637
0.208,0.02,0.141013017
0.208,0.04,0.141017252
0.208,0.06,0.141019654
0.208,0.08,0.141021937
0.208,0.1,0.141027037
0.208,0.12,0.141027836
0.208,0.14,0.141033153
0.208,0.16,0.141037181
0.208,0.18,0.141043113
0.208,0.2,0.141052366
0.208,0.22,0.141060268
0.208,0.24,0.141074451
0.208,0.26,0.141092589
0.208,0.28,0.141112455
0.208,0.3,0.141138026
0.208,0.32,0.141168734
0.208,0.34,0.141204815
0.208,0.36,0.141251285
0.208,0.38,0.141304196
0.208,0.4,0.14136365
0.208,0.42,0.141431918
0.208,0.44,0.141506718
0.208,0.46,0.141588159
0.208,0.48,0.14167592
0.208,0.5,0.141767233
0.208,0.52,0.141860715
0.208,0.54,0.141956072
0.208,0.56,0.142047868
0.208,0.58,0.142139697
0.208,0.6,0.142226759
0.208,0.62,0.142309144
0.208,0.64,0.142387757
0.208,0.66,0.142463072
0.208,0.68,0.142529419
0.208,0.7,0.14259502
0.208,0.72,0.142654856
0.208,0.74,0.142706257
0.208,0.76,0.142759774
0.208,0.78,0.142804725
0.208,0.8,0.142849333
0.208,0.82,0.142886976
0.208,0.84,0.142924216
0.208,0.86,0.142955368
0.208,0.88,0.142987657
0.208,0.9,0.143015601
0.208,0.92,0.14304095
0.208,0.94,0.143065161
0.208,0.96,0.143087438
0.208,0.98,0.143107124
0.208,1,0.143126526
0.208,1.02,0.14314466
0.208,1.04,0.143159296
0.208,1.06,0.143175221
0.208,1.08,0.143187244
0.208,1.1,0.143201885
0.208,1.12,0.143211837
0.208,1.14,0.143223445
0.208,1.16,0.143232405
0.208,1.18,0.143242832
0.208,1.2,0.143249665
0.208,1.22,0.143259135
0.208,1.24,0.143266004
0.208,1.26,0.143274074
0.208,1.28,0.143279429
0.208,1.3,0.143285767
0.208,1.32,0.143290777
0.208,1.34,0.143292573
0.208,1.36,0.143297939
0.208,1.38,0.143300056
0.208,1.4,0.143306486
0.208,1.42,0.14330768
0.208,1.44,0.143308248
0.208,1.46,0.143311367
0.208,1.48,0.143310391
0.208,1.5,0.143310536
0.208,1.52,0.143309956
0.208,1.54,0.143309533
0.208,1.56,0.143305594
0.208,1.58,0.143300739
0.208,1.6,0.14329661
0.208,1.62,0.143291297
0.208,1.64,0.143281249
0.208,1.66,0.143272549
0.208,1.68,0.143258929
0.208,1.7,0.143244201
0.208,1.72,0.143224516
0.208,1.74,0.143205265
0.208,1.76,0.143178947
0.208,1.78,0.143149459
0.208,1.8,0.143117361
0.208,1.82,0.143079243
0.208,1.84,0.143038238
0.208,1.86,0.142999346
0.208,1.88,0.142964504
0.208,1.9,0.142934124
0.208,1.92,0.142912658
0.208,1.94,0.14290356
0.208,1.96,0.142903824
0.208,1.98,0.142919481
0.208,2,0.142946947
0.208,2.02,0.142979705
0.208,2.04,0.143018852
0.21,0,0.141039694
0.21,0.02,0.14103946
0.21,0.04,0.14104269
0.21,0.06,0.141045131
0.21,0.08,0.141046595
0.21,0.1,0.141049821
0.21,0.12,0.141053939
0.21,0.14,0.141058519
0.21,0.16,0.141063592
0.21,0.18,0.141069721
0.21,0.2,0.141076955
0.21,0.22,0.141085751
0.21,0.24,0.141099428
0.21,0.26,0.141117233
0.21,0.28,0.141139546
0.21,0.3,0.141164291
0.21,0.32,0.141194973
0.21,0.34,0.141233813
0.21,0.36,0.141277862
0.21,0.38,0.141328626
0.21,0.4,0.141389294
0.21,0.42,0.141452988
0.21,0.44,0.141531347
0.21,0.46,0.141608493
0.21,0.48,0.141695213
0.21,0.5,0.141782836
0.21,0.52,0.141876738
0.21,0.54,0.141970258
0.21,0.56,0.142061879
0.21,0.58,0.142150513
0.21,0.6,0.142234675
0.21,0.62,0.142318096
0.21,0.64,0.1423946
0.21,0.66,0.142469792
0.21,0.68,0.142535454
0.21,0.7,0.142600203
0.21,0.72,0.142657476
0.21,0.74,0.142714262
0.21,0.76,0.142762536
0.21,0.78,0.142809677
0.21,0.8,0.142850772
0.21,0.82,0.142888536
0.21,0.84,0.142924715
0.21,0.86,0.142957048
0.21,0.88,0.142990359
0.21,0.9,0.143015323
0.21,0.92,0.143042478
0.21,0.94,0.143063048
0.21,0.96,0.143087934
0.21,0.98,0.143108752
0.21,1,0.143125889
0.21,1.02,0.143143887
0.21,1.04,0.143160783
0.21,1.06,0.143175071
0.21,1.08,0.143189487
0.21,1.1,0.143202405
0.21,1.12,0.143212835
0.21,1.14,0.143225865
0.21,1.16,0.143234288
0.21,1.18,0.14324387
0.21,1.2,0.14325156
0.21,1.22,0.143259648
0.21,1.24,0.143266832
0.21,1.26,0.143272891
0.21,1.28,0.143279979
0.21,1.3,0.143285752
0.21,1.32,0.143291761
0.21,1.34,0.143294867
0.21,1.36,0.14329915
0.21,1.38,0.143303407
0.21,1.4,0.143304172
0.21,1.42,0.143307333
0.21,1.44,0.143309954
0.21,1.46,0.143310053
0.21,1.48,0.143311293
0.21,1.5,0.143310735
0.21,1.52,0.143311642
0.21,1.54,0.143309352
0.21,1.56,0.143306158
0.21,1.58,0.143303468
0.21,1.6,0.143296964
0.21,1.62,0.143293091
0.21,1.64,0.143283655
0.21,1.66,0.143275199
0.21,1.68,0.143262109
0.21,1.7,0.143246145
0.21,1.72,0.143228646
0.21,1.74,0.143206231
0.21,1.76,0.143183651
0.21,1.78,0.143154407
0.21,1.8,0.143122699
0.21,1.82,0.143086555
0.21,1.84,0.143048085
0.21,1.86,0.143011615
0.21,1.88,0.142977054
0.21,1.9,0.142945952
0.21,1.92,0.142925222
0.21,1.94,0.142919088
0.21,1.96,0.142918421
0.21,1.98,0.142934113
0.21,2,0.14295777
0.21,2.02,0.142990643
0.21,2.04,0.143029428
0.212,0,0.141061933
0.212,0.02,0.141064335
0.212,0.04,0.141067875
0.212,0.06,0.141068984
0.212,0.08,0.141075161
0.212,0.1,0.141074427
0.212,0.12,0.141079589
0.212,0.14,0.141084565
0.212,0.16,0.141088861
0.212,0.18,0.141093654
0.212,0.2,0.141101453
0.212,0.22,0.141111948
0.212,0.24,0.141126443
0.212,0.26,0.141143576
0.212,0.28,0.141165006
0.212,0.3,0.14118903
0.212,0.32,0.141220391
0.212,0.34,0.141258835
0.212,0.36,0.141302243
0.212,0.38,0.141353316
0.212,0.4,0.141410378
0.212,0.42,0.141475817
0.212,0.44,0.141548689
0.212,0.46,0.141630148
0.212,0.48,0.141712171
0.212,0.5,0.141800714
0.212,0.52,0.141892024
0.212,0.54,0.141982452
0.212,0.56,0.142073601
0.212,0.58,0.142160843
0.212,0.6,0.142245036
0.212,0.62,0.14232407
0.212,0.64,0.142401385
0.212,0.66,0.142475381
0.212,0.68,0.142544059
0.212,0.7,0.142604059
0.212,0.72,0.142662677
0.212,0.74,0.14271626
0.212,0.76,0.142765003
0.212,0.78,0.142812166
0.212,0.8,0.142853216
0.212,0.82,0.142893127
0.212,0.84,0.14292886
0.212,0.86,0.142959413
0.212,0.88,0.142989285
0.212,0.9,0.143017855
0.212,0.92,0.143043112
0.212,0.94,0.143067279
0.212,0.96,0.143089265
0.212,0.98,0.143110999
0.212,1,0.14312654
0.212,1.02,0.143146361
0.212,1.04,0.143160095
0.212,1.06,0.143174339
0.212,1.08,0.143189844
0.212,1.1,0.143201239
0.212,1.12,0.14321309
0.212,1.14,0.1432247
0.212,1.16,0.143234606
0.212,1.18,0.143244003
0.212,1.2,0.143251529
0.212,1.22,0.143260284
0.212,1.24,0.143268909
0.212,1.26,0.143273128
0.212,1.28,0.143280065
0.212,1.3,0.143286019
0.212,1.32,0.143291858
0.212,1.34,0.143295371
0.212,1.36,0.143299693
0.212,1.38,0.143302191
0.212,1.4,0.143306633
0.212,1.42,0.143308632
0.212,1.44,0.143309918
0.212,1.46,0.143309725
0.212,1.48,0.143311929
0.212,1.5,0.143311574
0.212,1.52,0.143310289
0.212,1.54,0.14330797
0.212,1.56,0.143306115
0.212,1.58,0.143302241
0.212,1.6,0.143297402
0.212,1.62,0.143292609
0.212,1.64,0.143285446
0.212,1.66,0.143274921
0.212,1.68,0.143263939
0.212,1.7,0.143247844
0.212,1.72,0.143232097
0.212,1.74,0.143210528
0.212,1.76,0.143186931
0.212,1.78,0.143159668
0.212,1.8,0.143127003
0.212,1.82,0.143092193
0.212,1.84,0.143057318
0.212,1.86,0.143018689
0.212,1.88,0.142987324
0.212,1.9,0.142956705
0.212,1.92,0.142937997
0.212,1.94,0.142928406
0.212,1.96,0.142932076
0.212,1.98,0.142945212
0.212,2,0.142969203
0.212,2.02,0.143001602
0.212,2.04,0.143039135
0.214,0,0.141089494
0.214,0.02,0.141091018
0.214,0.04,0.141092172
0.214,0.06,0.141091958
0.214,0.08,0.141095932
0.214,0.1,0.141099481
0.214,0.12,0.141104272
0.214,0.14,0.141107637
0.214,0.16,0.14111362
0.214,0.18,0.141121516
0.214,0.2,0.141125673
0.214,0.22,0.141138473
0.214,0.24,0.141151823
0.214,0.26,0.141168864
0.214,0.28,0.141188505
0.214,0.3,0.141213726
0.214,0.32,0.141244842
0.214,0.34,0.141283283
0.214,0.36,0.141327368
0.214,0.38,0.141376836
0.214,0.4,0.141433688
0.214,0.42,0.14150003
0.214,0.44,0.141569645
0.214,0.46,0.141647829
0.214,0.48,0.141730897
0.214,0.5,0.141818178
0.214,0.52,0.141904441
0.214,0.54,0.141996427
0.214,0.56,0.14208473
0.214,0.58,0.142173072
0.214,0.6,0.142255798
0.214,0.62,0.142334498
0.214,0.64,0.142409153
0.214,0.66,0.142481906
0.214,0.68,0.142546604
0.214,0.7,0.142611221
0.214,0.72,0.142666185
0.214,0.74,0.142719013
0.214,0.76,0.14276772
0.214,0.78,0.142812531
0.214,0.8,0.142854929
0.214,0.82,0.142893577
0.214,0.84,0.142929244
0.214,0.86,0.142960641
0.214,0.88,0.142991232
0.214,0.9,0.143019355
0.214,0.92,0.143043573
0.214,0.94,0.143067396
0.214,0.96,0.143090016
0.214,0.98,0.143111327
0.214,1,0.143128266
0.214,1.02,0.143145248
0.214,1.04,0.143161445
0.214,1.06,0.143174916
0.214,1.08,0.143189226
0.214,1.1,0.143203669
0.214,1.12,0.143215245
0.214,1.14,0.143224414
0.214,1.16,0.14323484
0.214,1.18,0.143243829
0.214,1.2,0.143252149
0.214,1.22,0.143261198
0.214,1.24,0.143267873
0.214,1.26,0.143273766
0.214,1.28,0.143280154
0.214,1.3,0.143287655
0.214,1.32,0.143291428
0.214,1.34,0.143296492
0.214,1.36,0.14329805
0.214,1.38,0.143302669
0.214,1.4,0.143305497
0.214,1.42,0.143309045
0.214,1.44,0.143310658
0.214,1.46,0.143312342
0.214,1.48,0.143313801
0.214,1.5,0.143312941
0.214,1.52,0.143311119
0.214,1.54,0.143308513
0.214,1.56,0.143306231
0.214,1.58,0.14330395
0.214,1.6,0.143299821
0.214,1.62,0.143292213
0.214,1.64,0.14328655
0.214,1.66,0.143275691
0.214,1.68,0.143263262
0.214,1.7,0.143249916
0.214,1.72,0.143230753
0.214,1.74,0.143212832
0.214,1.76,0.143190237
0.214,1.78,0.143160909
0.214,1.8,0.143130021
0.214,1.82,0.143099148
0.214,1.84,0.14306201
0.214,1.86,0.143027239
0.214,1.88,0.142995879
0.214,1.9,0.142970005
0.214,1.92,0.142952656
0.214,1.94,0.142941693
0.214,1.96,0.142944563
0.214,1.98,0.142957252
0.214,2,0.142979732
0.214,2.02,0.143010158
0.214,2.04,0.143047938
0.216,0,0.141114143
0.216,0.02,0.141114988
0.216,0.04,0.141116779
0.216,0.06,0.141118019
0.216,0.08,0.141121625
0.216,0.1,0.141123913
0.216,0.12,0.141130649
0.216,0.14,0.141132096
0.216,0.16,0.141137175
0.216,0.18,0.14114491
0.216,0.2,0.141153523
0.216,0.22,0.141160873
0.216,0.24,0.141178436
0.216,0.26,0.141195466
0.216,0.28,0.141215045
0.216,0.3,0.141240184
0.216,0.32,0.141270135
0.216,0.34,0.141307858
0.216,0.36,0.141352147
0.216,0.38,0.141401503
0.216,0.4,0.141457377
0.216,0.42,0.141520618
0.216,0.44,0.141591922
0.216,0.46,0.14166906
0.216,0.48,0.141748615
0.216,0.5,0.141834415
0.216,0.52,0.141921861
0.216,0.54,0.142010625
0.216,0.56,0.142095838
0.216,0.58,0.14218057
0.216,0.6,0.142264509
0.216,0.62,0.142343999
0.216,0.64,0.142418454
0.216,0.66,0.14248664
0.216,0.68,0.142553976
0.216,0.7,0.142612886
0.216,0.72,0.142670555
0.216,0.74,0.142722625
0.216,0.76,0.142773186
0.216,0.78,0.142817854
0.216,0.8,0.142858305
0.216,0.82,0.142896728
0.216,0.84,0.142933039
0.216,0.86,0.142962797
0.216,0.88,0.142993315
0.216,0.9,0.14301987
0.216,0.92,0.14304659
0.216,0.94,0.14307093
0.216,0.96,0.143090841
0.216,0.98,0.143111797
0.216,1,0.143130283
0.216,1.02,0.143148022
0.216,1.04,0.143162581
0.216,1.06,0.143177242
0.216,1.08,0.143191978
0.216,1.1,0.143203184
0.216,1.12,0.143214386
0.216,1.14,0.14322557
0.216,1.16,0.143234758
0.216,1.18,0.143245837
0.216,1.2,0.143253048
0.216,1.22,0.14326102
0.216,1.24,0.14326806
0.216,1.26,0.143274638
0.216,1.28,0.143280024
0.216,1.3,0.143287149
0.216,1.32,0.143288924
0.216,1.34,0.1432964
0.216,1.36,0.143298929
0.216,1.38,0.143301352
0.216,1.4,0.143305282
0.216,1.42,0.143308157
0.216,1.44,0.143310235
0.216,1.46,0.143311255
0.216,1.48,0.143312162
0.216,1.5,0.143312476
0.216,1.52,0.143312367
0.216,1.54,0.143306809
0.216,1.56,0.143309178
0.216,1.58,0.143303746
0.216,1.6,0.143298063
0.216,1.62,0.143293762
0.216,1.64,0.143285418
0.216,1.66,0.143275436
0.216,1.68,0.143263914
0.216,1.7,0.143252133
0.216,1.72,0.143233744
0.216,1.74,0.143213411
0.216,1.76,0.143191572
0.216,1.78,0.143165017
0.216,1.8,0.143136905
0.216,1.82,0.143103935
0.216,1.84,0.143069039
0.216,1.86,0.143036452
0.216,1.88,0.143007036
0.216,1.9,0.142981917
0.216,1.92,0.14296413
0.216,1.94,0.142956587
0.216,1.96,0.142957165
0.216,1.98,0.142969828
0.216,2,0.142991971
0.216,2.02,0.143020798
0.216,2.04,0.143056058
0.218,0,0.141136775
0.218,0.02,0.141140022
0.218,0.04,0.141140998
0.218,0.06,0.141143277
0.218,0.08,0.141145356
0.218,0.1,0.141147177
0.218,0.12,0.141153535
0.218,0.14,0.14115406
0.218,0.16,0.141162368
0.218,0.18,0.14116745
0.218,0.2,0.14117793
0.218,0.22,0.141185859
0.218,0.24,0.141200173
0.218,0.26,0.14121846
0.218,0.28,0.141240668
